	subject_ID	age	gender	site
950	sub1925	33.35	m	9
951	sub2739	40.0	m	2
952	sub2870	28.0	f	2
953	sub1183	24.0	f	2
954	sub3123	42.0	m	3
955	sub2529	78.0	f	13
956	sub2536	41.3	m	9
957	sub2581	42.0	f	13
958	sub332	62.68	m	9
959	sub2237	24.0	m	2
960	sub2820	59.47	m	9
961	sub1089	23.0	f	4
962	sub556	31.0	f	0
963	sub850	74.0	f	13
964	sub14	52.0	f	14
965	sub2152	28.0	m	2
966	sub29	47.0	m	2
967	sub1041	22.0	m	1
968	sub2124	33.0	f	2
969	sub2554	20.0	f	1
970	sub3058	50.0	m	0
971	sub602	42.37	f	9
972	sub1287	50.0	m	0
973	sub620	29.0	m	8
974	sub2697	30.0	f	8
975	sub1999	19.0	f	8
976	sub2215	31.0	m	0
977	sub3217	67.82	f	9
978	sub139	61.07	f	9
979	sub1279	29.82	m	9
980	sub2777	18.0	f	8
981	sub284	67.74	f	9
982	sub2003	20.0	m	14
983	sub1017	51.0	f	2
984	sub619	30.0	f	2
985	sub964	38.78	m	9
986	sub1294	22.0	m	4
987	sub1606	25.0	m	3
988	sub44	23.62	m	5
989	sub2220	72.0	m	14
990	sub777	47.0	m	10
991	sub454	30.44	f	5
992	sub299	38.0	m	2
993	sub2684	23.0	m	13
994	sub1343	63.68	m	9
995	sub158	36.48	f	9
996	sub3130	18.0	m	8
997	sub2208	25.0	f	0
998	sub107	39.0	m	2
999	sub2112	19.0	f	8
1000	sub1711	32.3	f	5
1001	sub682	24.88	m	9
1002	sub2988	21.0	m	2
1003	sub2329	19.0	f	16
1004	sub2590	41.82	m	9
1005	sub3249	44.0	m	2
1006	sub805	22.0	m	3
1007	sub2158	20.0	f	4
1008	sub865	23.49	m	9
1009	sub2006	50.0	f	0
1010	sub2701	21.0	m	14
1011	sub2045	45.0	f	13
1012	sub1978	36.0	f	0
1013	sub1862	22.0	m	3
1014	sub1249	22.0	f	4
1015	sub1308	63.66	m	9
1016	sub817	34.0	f	2
1017	sub2615	18.0	f	0
1018	sub93	26.0	f	0
1019	sub195	21.0	m	3
1020	sub1950	19.0	m	10
1021	sub672	26.0	f	1
1022	sub2558	24.0	f	2
1023	sub1970	19.0	m	13
1024	sub1871	23.0	f	12
1025	sub357	19.0	m	8
1026	sub1976	28.0	m	8
1027	sub2098	20.0	m	4
1028	sub646	58.0	f	14
1029	sub1209	23.0	f	8
1030	sub3034	73.18	f	9
1031	sub1040	25.0	m	2
1032	sub876	63.54	f	9
1033	sub2648	22.642	f	15
1034	sub1746	17.0	f	2
1035	sub1834	23.0	f	10
1036	sub15	24.4079	f	15
1037	sub3127	28.0	m	2
1038	sub1427	20.0	m	10
1039	sub353	23.0	f	2
1040	sub2286	26.0	f	0
1041	sub1251	23.72	f	9
1042	sub1573	27.0	m	13
1043	sub1921	23.0	m	0
1044	sub2116	27.0	m	10
1045	sub2710	21.0	f	14
1046	sub1757	42.0	f	2
1047	sub935	24.0	m	2
1048	sub1744	40.0	f	2
1049	sub178	22.0	f	2
1050	sub919	30.3	f	5
1051	sub2478	27.0	f	8
1052	sub510	37.42	f	5
1053	sub147	19.0	f	8
1054	sub1285	24.0	m	2
1055	sub254	58.0	f	0
1056	sub2261	70.0	f	14
1057	sub2525	60.46	f	9
1058	sub1407	26.0	f	4
1059	sub2947	21.0	m	13
1060	sub2837	53.0	m	2
1061	sub2579	23.0	m	1
1062	sub3263	43.0	m	2
1063	sub1853	58.72	m	9
1064	sub1952	54.0	f	2
1065	sub1587	30.0	f	0
1066	sub165	22.0	f	4
1067	sub1104	21.0	f	3
1068	sub2705	20.0	m	2
1069	sub1371	86.0	m	14
1070	sub2297	31.0	m	1
1071	sub1184	22.0	m	2
1072	sub330	66.53	f	9
1073	sub3297	22.0	m	12
1074	sub223	18.0	m	16
1075	sub1284	20.0	f	4
1076	sub2802	47.0	m	2
1077	sub1750	30.0	m	2
1078	sub3055	55.0	f	13
1079	sub1738	20.0	m	3
1080	sub225	48.0	f	0
1081	sub843	26.0	f	1
1082	sub2814	24.0	f	2
1083	sub1489	25.0	m	4
1084	sub2869	53.67	f	9
1085	sub2060	23.0	m	2
1086	sub2245	21.0	m	4
1087	sub904	42.22	f	9
1088	sub1726	85.0	f	13
1089	sub833	20.0	f	10
1090	sub2446	46.0	f	2
1091	sub1531	39.0	m	8
1092	sub718	36.47	f	9
1093	sub465	24.0	m	8
1094	sub2490	32.0	m	2
1095	sub2284	65.41	f	9
1096	sub313	27.0	m	2
1097	sub2408	21.0	m	8
1098	sub2958	22.0	m	0
1099	sub134	22.0	f	12
1100	sub2818	22.0	m	13
1101	sub1693	50.65	m	9
1102	sub92	27.0	f	10
1103	sub2013	31.13	m	9
1104	sub1051	50.0	m	10
1105	sub2541	63.42	f	9
1106	sub57	24.0	m	8
1107	sub346	28.0	f	8
1108	sub617	25.0	m	12
1109	sub2670	55.58	f	9
1110	sub427	33.0	f	10
1111	sub2864	45.0	m	2
1112	sub2444	26.0	f	2
1113	sub1604	32.0	m	3
1114	sub2460	21.0	f	0
1115	sub902	53.0	m	13
1116	sub85	22.0	m	14
1117	sub3125	32.0	m	2
1118	sub2114	23.0	f	2
1119	sub1912	29.0	m	2
1120	sub1299	31.0	m	10
1121	sub1539	24.0	f	2
1122	sub1807	21.0	m	3
1123	sub1105	44.0	f	2
1124	sub138	44.0	m	13
1125	sub1129	21.0	f	4
1126	sub1775	21.0	m	8
1127	sub1392	21.0	m	3
1128	sub2539	56.0	m	2
1129	sub3205	65.0	m	6
1130	sub2132	27.0	f	1
1131	sub2456	23.0	f	0
1132	sub503	43.0	m	14
1133	sub1478	52.0	f	7
1134	sub1123	47.0	f	2
1135	sub1823	74.0	f	14
1136	sub559	22.0	m	4
1137	sub564	30.0	m	8
1138	sub192	30.0	m	2
1139	sub2793	58.99	f	9
1140	sub1614	21.0	f	16
1141	sub2074	19.0	m	10
1142	sub224	60.02	f	9
1143	sub749	31.0	m	8
1144	sub396	50.02	f	9
1145	sub2160	20.0	f	4
1146	sub1171	49.0	m	12
1147	sub2938	54.0	f	14
1148	sub2447	18.0	f	3
1149	sub452	30.0	f	2
1150	sub2771	25.0	f	8
1151	sub340	22.0	m	8
1152	sub356	23.0	f	2
1153	sub2744	41.72	f	9
1154	sub2978	73.54	f	9
1155	sub2599	22.0	f	14
1156	sub518	58.05	f	11
1157	sub2374	24.0	f	0
1158	sub2604	22.0	m	14
1159	sub845	22.0	f	0
1160	sub222	22.0	f	2
1161	sub1692	58.0	f	0
1162	sub344	34.0	m	3
1163	sub821	45.3	m	9
1164	sub1850	19.0	m	8
1165	sub691	39.0	f	8
1166	sub2956	21.0	m	3
1167	sub292	37.0	m	0
1168	sub1890	27.33	f	9
1169	sub31	22.0	f	1
1170	sub1244	20.0	f	4
1171	sub484	20.0	f	1
1172	sub2989	20.0	f	8
1173	sub979	25.0	f	2
1174	sub2043	60.91	m	9
1175	sub666	25.0	m	1
1176	sub3009	70.71	m	9
1177	sub2238	21.0	f	0
1178	sub109	19.0	m	1
1179	sub1192	26.0	f	2
1180	sub81	52.0	f	0
1181	sub1867	30.0	m	0
1182	sub2532	51.0	m	2
1183	sub1377	71.0	f	14
1184	sub1353	23.0	m	1
1185	sub642	32.0	f	13
1186	sub630	19.0	f	8
1187	sub3113	43.0	f	2
1188	sub430	37.0	m	13
1189	sub574	42.0	m	13
1190	sub1069	21.0	m	2
1191	sub1824	60.6	f	9
1192	sub2896	40.0	m	2
1193	sub3203	22.0	f	14
1194	sub729	78.2	f	9
1195	sub1022	85.74	m	11
1196	sub594	29.26	m	9
1197	sub657	22.0	f	14
1198	sub1529	25.0	m	3
1199	sub1829	23.0	f	4
1200	sub739	59.78	f	9
1201	sub2549	22.0	f	1
1202	sub1980	31.0	f	0
1203	sub1234	36.0	f	0
1204	sub3188	20.0	f	4
1205	sub3037	20.0	f	2
1206	sub1268	26.0	f	1
1207	sub1680	28.0	m	3
1208	sub1714	46.0	m	0
1209	sub1882	28.0	f	2
1210	sub90	33.0	f	2
1211	sub1063	27.0	m	14
1212	sub2592	28.0	f	8
1213	sub2268	43.53	m	5
1214	sub639	29.0	m	2
1215	sub3270	23.0	m	3
1216	sub2391	22.0	f	10
1217	sub50	30.14	m	9
1218	sub2853	64.0	m	14
1219	sub2241	34.0	m	13
1220	sub1506	29.0	f	2
1221	sub3065	44.92	f	9
1222	sub896	23.0	m	8
1223	sub1448	71.0	f	14
1224	sub316	22.0	f	1
1225	sub596	33.59	m	9
1226	sub1471	30.0	m	8
1227	sub1595	48.0	m	14
1228	sub98	74.0	f	14
1229	sub708	55.0	m	7
1230	sub1801	26.27	f	9
1231	sub2575	29.0	m	0
1232	sub23	24.0	f	0
1233	sub599	38.0	m	0
1234	sub1232	22.0	m	2
1235	sub2328	72.88	f	9
1236	sub2957	35.0	m	2
1237	sub1891	55.0	f	14
1238	sub699	33.0	f	8
1239	sub887	27.0	f	3
1240	sub2698	46.0	m	13
1241	sub3162	44.0	f	2
1242	sub2860	61.59	m	9
1243	sub3067	41.0	f	2
1244	sub613	29.0	f	14
1245	sub3080	28.0	f	0
1246	sub1589	29.0	f	2
1247	sub812	75.0	m	13
1248	sub2542	32.0	m	2
1249	sub1845	40.0	m	3
1250	sub513	47.0	f	0
1251	sub779	30.31	m	5
1252	sub1027	33.92	m	9
1253	sub1432	54.0	m	13
1254	sub3283	27.1	m	5
1255	sub1902	24.0	m	8
1256	sub652	27.0	f	0
1257	sub227	35.81	m	9
1258	sub163	37.0	m	2
1259	sub848	28.0	m	0
1260	sub2105	37.0	f	8
1261	sub1526	46.43	f	9
1262	sub87	43.0	m	2
1263	sub948	22.0	f	1
1264	sub2467	20.0	f	14
1265	sub733	22.0	f	1
1266	sub2638	50.0	m	10
1267	sub371	27.0	m	10
1268	sub3292	55.83	m	9
1269	sub3259	20.0	m	4
1270	sub765	63.97	f	9
1271	sub1370	23.0	m	8
1272	sub1111	25.0	m	1
1273	sub753	31.0	f	2
1274	sub1556	28.0	m	14
1275	sub1799	37.0	f	13
1276	sub2014	61.0	m	6
1277	sub1380	57.0	f	7
1278	sub298	23.0	f	0
1279	sub388	46.0	m	10
1280	sub1180	36.0	f	2
1281	sub2608	19.98	f	9
1282	sub1379	36.0	m	0
1283	sub2058	28.0	m	1
1284	sub1206	74.0	m	14
1285	sub823	52.0	f	0
1286	sub2233	21.0	m	4
1287	sub2727	24.0	m	0
1288	sub710	68.27	m	9
1289	sub2759	23.0	m	0
1290	sub772	31.0	m	2
1291	sub1920	30.0	m	8
1292	sub3047	35.0	m	1
1293	sub2984	26.0	m	2
1294	sub2930	71.66	m	9
1295	sub1387	23.0	f	4
1296	sub580	27.0	f	8
1297	sub2676	18.0	f	2
1298	sub1937	51.0	m	14
1299	sub1727	23.0	m	0
1300	sub2796	28.0	f	2
1301	sub471	73.6	m	9
1302	sub116	23.0	f	2
1303	sub306	63.88	f	9
1304	sub174	33.0	m	2
1305	sub2094	25.71	m	9
1306	sub2110	51.0	m	10
1307	sub131	33.0	m	8
1308	sub355	58.0	f	14
1309	sub961	26.0	m	8
1310	sub327	19.0	m	3
1311	sub2130	74.01	f	9
1312	sub3284	54.0	f	0
1313	sub1327	20.0	m	3
1314	sub1333	26.0	f	10
1315	sub2212	25.0	f	2
1316	sub55	28.0	f	2
1317	sub241	46.0	m	2
1318	sub3018	27.0	m	2
1319	sub361	50.0	f	14
1320	sub1995	22.0	f	1
1321	sub3050	23.0	f	0
1322	sub1656	19.0	m	14
1323	sub2362	69.0	m	14
1324	sub1025	66.28	m	9
1325	sub3250	27.0	f	12
1326	sub934	53.54	f	9
1327	sub3175	35.02	f	9
1328	sub237	18.0	m	0
1329	sub75	53.0	f	2
1330	sub2214	59.13	m	9
1331	sub1112	26.0	f	0
1332	sub1582	44.0	f	0
1333	sub1102	27.0	m	3
1334	sub2221	32.0	m	2
1335	sub2224	27.0	f	8
1336	sub3169	88.0	f	14
1337	sub1460	59.0	f	0
1338	sub2151	23.0	m	4
1339	sub2903	44.88	f	9
1340	sub2950	26.0	f	2
1341	sub2882	41.74	m	9
1342	sub2061	27.0	m	0
1343	sub1340	70.25	f	9
1344	sub1201	76.78	f	9
1345	sub2737	40.0	f	2
1346	sub3012	25.66	f	9
1347	sub1512	32.0	m	2
1348	sub1664	52.0	f	2
1349	sub2365	59.0	m	14
1350	sub1364	25.0	f	10
1351	sub1045	29.0	f	8
1352	sub2304	30.0	m	2
1353	sub220	59.91	f	9
1354	sub2506	58.37	f	9
1355	sub3148	84.0	f	14
1356	sub2522	22.0	m	4
1357	sub1229	24.2984	f	15
1358	sub1372	22.0	m	8
1359	sub1128	23.0	f	2
1360	sub275	30.0	m	0
1361	sub1922	45.0	m	0
1362	sub2366	51.0	f	0
1363	sub2016	58.0	m	14
1364	sub1337	53.0	f	13
1365	sub1497	29.0	f	0
1366	sub3242	45.0	f	2
1367	sub374	59.0	m	2
1368	sub421	22.0	m	1
1369	sub2323	21.0	f	4
1370	sub2722	52.0	m	2
1371	sub915	44.85	f	9
1372	sub1741	30.0	m	2
1373	sub742	21.0	f	2
1374	sub2419	22.0	f	14
1375	sub2528	28.12	m	9
1376	sub2017	21.9357	f	15
1377	sub148	26.0	f	14
1378	sub2417	29.66	m	9
1379	sub998	56.0	f	2
1380	sub2378	50.0	m	2
1381	sub350	59.74	f	9
1382	sub764	34.0	m	0
1383	sub3053	19.0	f	14
1384	sub2657	65.1	m	9
1385	sub2800	56.0	f	0
1386	sub2901	58.0	m	2
1387	sub3163	59.22	f	9
1388	sub1032	39.0	m	3
1389	sub2184	22.0	m	3
1390	sub3114	30.18	f	9
1391	sub2040	23.0	f	8
1392	sub1108	21.0	m	4
1393	sub2857	31.0	m	8
1394	sub770	75.63	f	9
1395	sub1181	27.0	m	0
1396	sub2653	28.0	f	0
1397	sub2641	45.0	m	13
1398	sub1747	50.0	f	0
1399	sub2740	21.0	f	4
1400	sub1717	28.0	f	4
1401	sub252	18.0	f	0
1402	sub3079	32.0	m	12
1403	sub2658	20.93	f	9
1404	sub907	18.0	m	3
1405	sub892	22.0	f	14
1406	sub625	20.0	f	4
1407	sub1366	37.0	m	2
1408	sub2480	29.0	m	2
1409	sub2720	22.0	f	0
1410	sub1336	42.0	m	10
1411	sub654	22.0	m	2
1412	sub1893	43.0	f	8
1413	sub258	23.0	m	14
1414	sub819	28.0	m	8
1415	sub2199	29.95	m	5
1416	sub1424	37.0	m	2
1417	sub1189	25.0	f	8
1418	sub2829	21.0	f	2
1419	sub2992	69.33	m	9
1420	sub3204	33.0	f	2
1421	sub170	28.0	f	16
1422	sub2180	23.0	f	8
1423	sub2544	38.94	m	9
1424	sub2451	25.0	m	8
1425	sub3230	21.0	f	4
1426	sub3103	26.0	m	2
1427	sub2682	21.0	m	8
1428	sub156	26.0	m	0
1429	sub759	26.0	m	3
1430	sub468	21.0	m	4
1431	sub250	60.41	f	9
1432	sub1228	20.0	f	4
1433	sub3087	57.0	m	13
1434	sub2961	24.57	f	9
1435	sub325	27.0	f	8
1436	sub2513	22.0	m	4
1437	sub2977	31.0	f	8
1438	sub2100	34.0	f	0
1439	sub1660	23.0	m	14
1440	sub2318	33.82	m	5
1441	sub2234	44.0	m	13
1442	sub262	55.54	f	9
1443	sub232	59.0	f	0
1444	sub351	41.0	m	13
1445	sub2306	25.0	m	8
1446	sub1402	44.0	f	14
1447	sub963	37.14	f	9
1448	sub1590	48.0	f	2
1449	sub1023	45.39	m	9
1450	sub2612	30.0	m	14
1451	sub2142	64.0	f	0
1452	sub24	65.0	m	13
1453	sub1466	55.0	f	2
1454	sub1213	20.0	f	12
1455	sub2123	24.0	m	8
1456	sub1803	82.19	m	9
1457	sub2497	30.0	m	8
1458	sub606	81.0	f	14
1459	sub1133	35.0	m	8
1460	sub3160	20.0	m	4
1461	sub958	62.02	f	9
1462	sub1864	31.0	f	0
1463	sub141	30.0	m	14
1464	sub2922	28.35	m	9
1465	sub247	27.0	m	0
1466	sub1878	40.0	m	1
1467	sub893	24.0	m	0
1468	sub2942	24.0	m	2
1469	sub3069	36.0	f	0
1470	sub1347	21.0	m	13
1471	sub1536	35.0	m	14
1472	sub130	23.0	m	10
1473	sub162	42.0	f	2
1474	sub157	22.0	f	3
1475	sub2200	34.0	m	2
1476	sub868	48.0	m	2
1477	sub259	28.0	f	14
1478	sub470	32.0	m	0
1479	sub30	30.0	f	8
1480	sub572	50.0	m	0
1481	sub738	75.83	f	9
1482	sub1208	54.0	f	0
1483	sub3239	28.61	m	9
1484	sub2084	54.0	m	0
1485	sub2231	52.53	f	9
1486	sub1524	48.0	m	14
1487	sub436	64.0	f	0
1488	sub1788	35.0	f	2
1489	sub2487	47.0	m	10
1490	sub2781	81.0	f	14
1491	sub2887	67.24	f	9
1492	sub1162	21.02	f	15
1493	sub1332	19.0	f	13
1494	sub660	22.0	f	14
1495	sub3001	43.0	m	7
1496	sub2228	39.02	m	9
1497	sub3088	23.0	f	2
1498	sub196	52.67	f	9
1499	sub1263	25.0	f	1
1500	sub2994	18.0	f	0
1501	sub2564	26.0	m	8
1502	sub2997	21.0	f	4
1503	sub2757	29.11	f	9
1504	sub389	19.0	m	3
1505	sub2511	69.0	f	14
1506	sub1974	23.0	m	3
1507	sub231	41.0	f	2
1508	sub2830	30.0	f	0
1509	sub48	21.0	f	2
1510	sub933	38.0	m	10
1511	sub840	19.0	m	3
1512	sub1362	49.0	f	2
1513	sub1212	33.0	m	13
1514	sub2185	21.0	m	14
1515	sub1487	26.0	f	2
1516	sub2791	29.0	f	0
1517	sub2868	68.85	f	9
1518	sub369	21.0	m	3
1519	sub3112	61.0	f	13
1520	sub2946	55.0	f	14
1521	sub1643	27.0	m	2
1522	sub1237	64.19	f	9
1523	sub1052	20.0	m	13
1524	sub943	23.0	f	0
1525	sub789	39.0	f	7
1526	sub1585	70.11	m	11
1527	sub1933	38.0	f	10
1528	sub631	22.65	f	9
1529	sub1130	25.0	m	13
1530	sub1934	32.0	m	2
1531	sub2126	64.58	f	9
1532	sub677	24.0	m	8
1533	sub516	52.89	m	9
1534	sub1544	26.0	f	4
1535	sub3094	19.0	m	8
1536	sub1021	17.0	m	2
1537	sub2001	23.0	f	2
1538	sub3235	64.77	f	11
1539	sub1434	32.0	m	8
1540	sub1725	45.0	f	2
1541	sub1305	29.74	f	9
1542	sub2588	21.0	m	4
1543	sub3023	72.15	f	9
1544	sub1127	30.69	f	9
1545	sub1825	18.0	m	13
1546	sub975	75.0	f	14
1547	sub173	19.0	f	8
1548	sub532	22.0	f	0
1549	sub703	27.08	f	9
1550	sub2823	53.0	f	0
1551	sub2308	23.04	m	9
1552	sub3059	28.0	m	1
1553	sub433	31.0	f	2
1554	sub1242	60.84	m	9
1555	sub780	26.0	m	2
1556	sub1919	23.0	m	4
1557	sub1218	29.0	f	13
1558	sub2227	36.55	m	9
1559	sub1724	52.0	f	14
1560	sub441	22.0	f	4
1561	sub2146	27.0	f	1
1562	sub3096	48.0	f	2
1563	sub175	19.0	m	0
1564	sub2940	22.0	m	3
1565	sub2835	27.0	m	10
1566	sub2450	22.0	f	16
1567	sub2630	26.0	f	2
1568	sub2597	22.0	m	14
1569	sub2569	19.0	m	1
1570	sub1473	60.87	f	9
1571	sub674	46.37	f	9
1572	sub560	51.0	f	2
1573	sub114	26.0	f	2
1574	sub2274	31.0	f	2
1575	sub531	49.0	f	0
1576	sub860	30.0	f	2
1577	sub2734	21.0	f	16
1578	sub1197	80.8	m	9
1579	sub459	31.59	f	5
1580	sub267	59.0	f	2
1581	sub1861	25.0	f	16
1582	sub2807	22.0	m	2
1583	sub3136	45.0	m	2
1584	sub3006	30.0	f	0
1585	sub1915	31.0	f	8
1586	sub1296	23.0	f	4
1587	sub847	46.0	f	2
1588	sub2629	23.0	f	8
1589	sub846	73.56	m	9
1590	sub1158	52.0	f	2
1591	sub1018	19.0	m	8
1592	sub2806	24.0	m	14
1593	sub2285	25.0	m	0
1594	sub190	19.0	m	3
1595	sub1971	18.0	m	10
1596	sub2889	67.16	f	9
1597	sub95	41.0	m	12
1598	sub997	48.0	m	14
1599	sub1737	42.15	f	9
1600	sub2335	25.0	m	2
1601	sub2813	26.0	f	2
1602	sub2810	24.0	f	8
1603	sub939	23.0	f	0
1604	sub1325	71.0	m	13
1605	sub1521	22.0	m	8
1606	sub2623	23.0	m	3
1607	sub1523	65.88	f	11
1608	sub2774	53.0	f	0
1609	sub543	22.0	m	2
1610	sub2914	24.0	f	2
1611	sub2390	24.0	f	0
1612	sub2678	52.0	m	0
1613	sub230	31.0	m	2
1614	sub2145	30.0	m	13
1615	sub1456	74.0	m	13
1616	sub39	41.0	f	14
1617	sub2557	46.0	f	10
1618	sub1743	29.0	m	0
1619	sub1216	34.0	m	14
1620	sub3093	26.0	f	14
1621	sub1132	67.0	f	13
1622	sub748	56.0	m	2
1623	sub1558	63.18	m	9
1624	sub1331	23.499000000000002	f	15
1625	sub1609	35.0	f	2
1626	sub761	50.0	m	2
1627	sub2877	23.0	f	2
1628	sub1418	30.0	m	2
1629	sub820	59.26	m	9
1630	sub1946	44.0	f	0
1631	sub2571	40.0	m	13
1632	sub775	18.0	f	4
1633	sub2750	60.0	f	14
1634	sub3082	55.0	f	14
1635	sub2476	28.0	m	8
1636	sub2150	21.0	f	16
1637	sub2255	20.0	f	8
1638	sub2704	26.0	m	2
1639	sub2188	23.0	f	12
1640	sub3209	21.0	m	3
1641	sub2711	23.0	f	1
1642	sub1957	30.0	m	8
1643	sub760	56.0	f	2
1644	sub2253	19.0	f	8
1645	sub1989	51.0	m	2
1646	sub1681	51.0	f	2
1647	sub3253	24.0	f	2
1648	sub2251	27.02	f	5
1649	sub1241	19.0	m	8
1650	sub1771	30.0	m	3
1651	sub329	24.18	m	9
1652	sub500	37.0	f	2
1653	sub965	48.0	f	2
1654	sub2723	31.0	f	8
1655	sub1629	26.0	f	2
1656	sub1773	19.0	m	8
1657	sub1341	30.0	m	13
1658	sub2086	24.0	m	3
1659	sub2816	27.0	f	2
1660	sub1085	21.0	m	3
1661	sub755	33.0	f	7
1662	sub990	20.0	f	1
1663	sub2399	27.0	f	2
1664	sub2269	62.06	f	9
1665	sub1553	20.0	m	13
1666	sub1877	73.0	f	14
1667	sub1042	30.0	f	13
1668	sub2235	24.0	f	2
1669	sub2603	47.0	f	2
1670	sub880	52.0	f	2
1671	sub1770	34.0	f	0
1672	sub1369	51.0	m	7
1673	sub2181	20.0	f	2
1674	sub2321	32.0	f	2
1675	sub1090	58.0	f	2
1676	sub2969	54.19	f	9
1677	sub94	20.0	m	4
1678	sub899	22.0	f	8
1679	sub1344	24.0	f	8
1680	sub1033	31.0	f	2
1681	sub2620	54.0	m	10
1682	sub2578	18.0	f	2
1683	sub2249	45.0	f	2
1684	sub2442	44.0	f	2
1685	sub1676	20.0	f	4
1686	sub333	29.0	f	3
1687	sub1495	52.0	f	14
1688	sub2066	27.0	f	2
1689	sub2694	42.0	m	2
1690	sub2786	28.0	f	14
1691	sub2669	19.0	m	8
1692	sub1945	20.0	m	3
1693	sub146	28.0	f	0
1694	sub1789	68.48	f	9
1695	sub2096	42.0	f	2
1696	sub609	33.83	m	9
1697	sub1551	33.0	m	0
1698	sub2880	66.0	f	14
1699	sub300	26.0	f	2
1700	sub2617	21.0	f	2
1701	sub1965	40.0	m	0
1702	sub3287	21.0	f	2
1703	sub3099	52.0	f	13
1704	sub2296	20.0	m	3
1705	sub1060	69.0	f	14
1706	sub1501	40.0	m	12
1707	sub456	25.0	f	1
1708	sub633	43.0	f	2
1709	sub2560	40.0	f	13
1710	sub2401	49.0	f	2
1711	sub2347	56.0	f	2
1712	sub872	42.0	f	2
1713	sub1731	19.0	m	14
1714	sub1897	19.0	f	8
1715	sub523	69.13	m	9
1716	sub426	27.0	f	0
1717	sub2570	26.0	f	2
1718	sub2210	44.0	m	14
1719	sub2553	43.0	f	0
1720	sub1620	45.0	f	14
1721	sub331	18.0	m	3
1722	sub2840	30.0	f	13
1723	sub1865	56.0	f	0
1724	sub2315	30.0	m	0
1725	sub2523	35.0	m	2
1726	sub2760	29.0	m	8
1727	sub800	22.0	f	0
1728	sub2565	44.0	m	10
1729	sub3222	31.0	f	13
1730	sub2312	36.0	f	2
1731	sub2155	43.0	f	2
1732	sub2009	19.0	f	8
1733	sub2893	67.06	f	9
1734	sub301	33.0	f	2
1735	sub2631	30.0	m	10
1736	sub1050	82.0	f	14
1737	sub2792	23.0	f	0
1738	sub2751	51.0	m	2
1739	sub2309	47.0	f	2
1740	sub2178	56.0	f	1
1741	sub352	20.0	f	8
1742	sub2452	58.0	m	2
1743	sub164	24.0	f	10
1744	sub1889	32.0	f	2
1745	sub1515	20.0	f	4
1746	sub3028	23.0	f	1
1747	sub1519	86.32	f	9
1748	sub2007	50.0	f	0
1749	sub2143	65.0	f	6
1750	sub778	48.05	m	9
1751	sub2831	63.25	m	9
1752	sub1095	26.0	f	2
1753	sub2925	21.0	f	8
1754	sub704	49.0	m	10
1755	sub3224	84.0	m	14
1756	sub489	51.75	m	9
1757	sub2205	28.57	f	5
1758	sub10	25.0	f	0
1759	sub1173	51.0	m	13
1760	sub806	34.0	m	2
1761	sub3218	46.0	m	2
1762	sub317	66.33	m	9
1763	sub2453	20.07	m	9
1764	sub515	27.82	f	9
1765	sub1065	70.56	f	9
1766	sub587	18.0	m	8
1767	sub2077	29.0	m	0
1768	sub18	24.85	m	9
1769	sub1812	22.0	f	13
1770	sub2568	18.0	m	4
1771	sub115	58.0	f	2
1772	sub914	28.0	m	14
1773	sub2256	30.0	m	0
1774	sub2783	43.0	m	2
1775	sub1827	32.0	f	3
1776	sub1410	22.0	m	2
1777	sub1936	27.0	f	2
1778	sub3244	20.0	f	0
1779	sub1393	34.0	m	3
1780	sub1389	53.0	m	2
1781	sub2643	19.0	m	16
1782	sub2140	40.0	m	2
1783	sub2530	27.0	m	2
1784	sub1088	72.09	f	9
1785	sub336	29.0	f	2
1786	sub837	25.0	f	2
1787	sub2081	27.0	m	3
1788	sub343	65.0	f	14
1789	sub828	60.9	f	9
1790	sub1961	20.0	f	8
1791	sub1910	20.0	m	3
1792	sub3013	25.53	m	9
1793	sub1518	61.02	f	9
1794	sub1143	32.0	f	13
1795	sub2473	23.0	m	14
1796	sub1443	68.12	f	11
1797	sub429	47.0	m	2
1798	sub2619	60.1	f	9
1799	sub2491	20.0	f	4
1800	sub2755	75.94	m	9
1801	sub410	61.0	f	2
1802	sub2209	28.51	f	9
1803	sub1272	22.0	f	2
1804	sub3236	18.0	m	2
1805	sub2520	78.0	f	14
1806	sub2092	38.0	m	0
1807	sub47	21.0	f	4
1808	sub2499	23.96	f	5
1809	sub3268	23.0	m	8
1810	sub1430	21.0	m	3
1811	sub502	25.0	f	2
1812	sub2785	21.0	f	4
1813	sub1079	28.0	m	0
1814	sub3293	20.0	f	14
1815	sub1499	23.0	m	14
1816	sub2862	24.0	f	0
1817	sub208	54.0	f	2
1818	sub2029	30.0	m	10
1819	sub1116	58.0	m	0
1820	sub2503	34.0	f	2
1821	sub234	61.49	f	9
1822	sub2589	37.0	f	2
1823	sub1916	23.0	f	4
1824	sub1015	40.04	f	9
1825	sub2059	28.0	m	0
1826	sub3060	20.0	m	8
1827	sub877	19.0	m	4
1828	sub2044	38.89	f	9
1829	sub3106	24.0	f	8
1830	sub3064	19.0	f	13
1831	sub1482	21.0	m	3
1832	sub2377	69.28	m	9
1833	sub2821	51.66	f	9
1834	sub405	50.0	f	0
1835	sub671	22.0	m	2
1836	sub2076	26.0	f	1
1837	sub1010	37.0	f	1
1838	sub322	26.0	m	13
1839	sub3117	31.0	m	10
1840	sub1157	23.0	f	16
1841	sub2302	24.0	f	2
1842	sub3146	23.0	m	2
